noun,adjective,verb,preposition,phrase,latin_translation,genitive,accusative,gender,declination,english_translation,english_definition,german_translation,slovak_translation,german_definition,slovak_definition,spanish_translation,spanish_definition,norvegian_translation,norwegian_definition,icelandic_translation,icelandic_definition
1,0,0,0,0,Autointoxicatio,Autointoxicationis,Autointoxicationem,f.,3rd,Self-intoxication,Self-poisoning,Selbstausfallung,Samostatná intoxikácia,Selbstvergiftung,Sebaobrany,Autointoxicación,Auto-pole,Selvintoksikering,Selvforgiftning,Sjálfsáhrif,Sjálfsástæðan
0,1,0,0,0,Avitaminosis,Avitaminosis,Avitaminosim,,,Avitaminosis,Lack of vitamins,Avitaminose,Avitaminóza,Mangel an Vitaminen,Nedostatok vitamínov,Avitaminosis,Falta de vitaminas,Avitaminose,Mangel på vitaminer,Avitaminosis,Skortur á vítamínum
0,1,0,0,0,Axis,Axis,Axem,,,Axis,Central line,Achse,Osi,Zentrale Linie,Centrálna čiara,Eje,Línea central,Akser,Sentral linje,Ás,Miðlína
0,1,0,0,0,Basalis,Basalis,Basalem,,,Basal,Relating to base,Basal,Bazálny,In Bezug auf die Basis,Týkajúce sa základne,Basal,Relacionado con la base,Basal,Relatert til base,Basal,Sem tengjast stöð
0,1,0,0,0,Basis,Basis,Basim,,,Base,Bottom part,Base,Základňa,Unterteil,Spodná časť,Base,Parte inferior,Base,Nederste del,Grunn,Neðri hluti
1,0,0,0,0,Belladonna,Belladonnae,Belladonam,f.,1st,Belladonna,Deadly nightshade,Belladonna,Belladonna,Tollkirsche,Smrtiaca nočná,Belladona,Belladona,Belladonna,Dødelig nattskjerm,Belladonna,Banvænn næturstríð
0,1,0,0,0,Bicuspidalis,Bicuspidalis,Bicuspidalem,,,Bicuspid,Having two cusps,Bicuspid,Bicuspid,Zwei Höcker haben,Mať dva hroty,Bicúspide,Tener dos cúspides,Bicuspid,Har to cusps,Bicuspid,Að hafa tvo cusps
1,0,0,0,0,Bifurcatio,Bifurcationis,Bifurcationem,f.,3rd,Bifurcation,Splitting into two,Gabelung,Rozdvojenie,Sich in zwei Teile teilen,Rozdelenie na dva,Bifurcación,Dividiendo en dos,Bifurcation,Splitting i to,Bifurcation,Klofna í tvennt
1,0,0,0,0,Benignus,Benigni,Benignum,m.,2nd,Benign,Non-malignant,Gutartig,Bohorováčik,Nicht-Malignes,Nemotorný,Benigno,No maligno,Godartet,Ikke-ondartet,Góðkynja,Ekki illkynja
1,0,0,0,0,Biceps,Bicipitis,Bicipitem,m.,3rd,Biceps,"A two-headed muscle, typically referring to the arm",Bizeps,Biceps,"Ein zweiköpfiger Muskel, der sich typischerweise auf den Arm bezieht","Dvojhlavý sval, zvyčajne odkazujúci na ruku",Bíceps,"Un músculo de dos cabezas, que generalmente se refiere al brazo",Biceps,"En tohodet muskel, som vanligvis refererer til armen",Biceps,"Tvíhöfða vöðvi, venjulega vísar til handleggsins"
0,1,0,0,0,Bilateralis,Bilateralis,Bilateralem,,,Bilateral,On both sides,Bilateral,Bilaterálny,Auf beiden Seiten,Na oboch stranách,Bilateral,En ambos lados,Bilateral,På begge sider,Tvíhliða,Á báðum hliðum
1,0,0,0,0,Biopsia,Biopsiae,Biopsiam,f.,1st,Biopsy,Tissue sampling,Biopsie,Biopsia,Gewebeprobenahme,Vzorkovanie tkanív,Biopsia,Muestreo de tejidos,Biopsi,Vevsprøvetaking,Lífsýni,Sýnataka vefja
1,0,0,0,0,Biventer,Biventris,Biventrem,m..,3rd,Biventral,Having two bellies,Biventral,Biventrálny,Zwei Bäuche haben,Mať dva brucho,Biventral,Tener dos vientres,Biventral,Har to mager,Biventral,Að hafa tvö maga
1,0,0,0,0,Blepharorrhaphia,Blepharorrhaphiae,Blepharorrhaphiam,f.,1st,Blepharorrhaphy,Suturing of eyelid,Blepharorrhaphie,Blepharrafia,Lattung von Augenlid,Zošívanie viečok,Blepharorfria,Sutura de párpado,Blepharorrhaphy,Suturing av øyelokket,Blepharorrhaphy,Suturing af augnlok
1,0,0,0,0,Blepharospasmus,Blepharospasmi,Blepharospasmum,m.,2nd,Blepharospasm,Eyelid spasm,Blepharospasmus,Blefarospazmus,Augenlid -Krampf,Kŕče viečok,Blefarospasmo,Espasmo del párpado,Blepharospasme,Øyelokk spasme,Blepharospasm,Augnlok krampa
1,0,0,0,0,Bonus,Boni,Bonum,m.,2nd,Good,Of high quality,Gut,Dobrý,Von hoher Qualität,Vysoká kvalita,Bien,De alta calidad,God,Av høy kvalitet,Gott,Af háum gæðum
1,0,0,0,0,Boricus,Borici,Boricum,m.,2nd,Boric,Related to boron,Bor,Borivý,Im Zusammenhang mit Bor,Súvisiace s bórom,Bórico,Relacionado con Boron,Boric,Relatert til bor,Bór,Tengt bór
0,1,0,0,0,Brachialis,Brachialis,Brachialem,,,Brachial,Relating to arm,Brachial,Brachiálny,In Bezug auf Arm,Súvisiace s rukou,Braquial,Relacionado con el brazo,Brachial,Relatert til arm,Brachial,Sem tengjast handlegg
1,0,0,0,0,Brachium,Brachii,Brachium,n.,2nd,Arm,Part between shoulder and elbow,Arm,Rameno,Teil zwischen Schulter und Ellbogen,Časť medzi ramenom a lakťom,Brazo,Parte entre el hombro y el codo,Væpne,Del mellom skulder og albue,Handleggur,Hluti á milli öxl og olnboga
1,0,0,0,0,Brachydactylia,Brachydactyliae,Brachydactyliam,f.,1st,Brachydactylia,Short fingers condition,Brachydactylia,Brachydaktylia,Kurzfinger Zustand,Stav krátkych prstov,Braquidactilia,Condición de dedos cortos,Brachydactylia,Korte fingers tilstand,Brachydactylia,Stutt fingur ástand
1,0,0,0,0,Bradypnoe,Bradypnoeis,Bradypnoem,n.,3rd,Bradypnea,Abnormally slow breathing,Bradypnea,Bradypnoa,Ungewöhnlich langsames Atmen,Neobvykle pomalé dýchanie,Bradipnea,Respiración anormalmente lenta,Bradypnea,Unormalt sakte pust,Bradypnea,Óeðlilega hæga öndun
0,1,0,0,0,Brevis,Brevis,Brevem,,,Short,Having small length,Kurz,Krátky,Kleine Länge haben,Mať malú dĺžku,Corto,Tener una pequeña longitud,Kort,Har liten lengde,Stutt,Með litla lengd
1,0,0,0,0,Bronchiectasia,Bronchiectasiae,Bronchiectasiam,f.,1st,Bronchiectasia,Dilation of bronchi,Bronchiektasie,Bronchiektázia,Dilatation von Bronchi,Dilatácia bronchi,Bronquiectasia,Dilatación de bronquios,Bronkiektasi,Utvidelse av bronkier,Berkjukirtill,Útvíkkun berkju
0,1,0,0,0,Bronchitis,Bronchitidis,Bronchitidem,,,Bronchitis,Inflammation of bronchi,Bronchitis,Bronchitída,Entzündung von Bronchi,Zápal bronchi,Bronquitis,Inflamación de los bronquios,Bronkitt,Betennelse av bronkier,Berkjubólga,Bólga í berkju
1,0,0,0,0,Bronchoscopia,Bronchoscopiae,Bronchoskopiam,f.,1st,Bronchoscopy,Endoscopic exam of bronchi,Bronchoskopie,Bronchoskopia,Endoskopische Untersuchung der Bronchien,Endoskopická skúška Bronchi,Broncoscopia,Examen endoscópico de bronquios,Bronkoskopi,Endoskopisk eksamen av bronkier,Berkjuspeglun,Endoscopic próf á berkju
0,1,0,0,0,Bronchostenosis,Bronchostenosis,Bronchostenosim,,,Bronchostenosis,Narrowing of bronchi,Bronchostenose,Bronchostenóza,Verengung von Bronchi,Zúženie bronchi,Broncostenosis,Estrechamiento de bronquios,Bronkostenose,Innsnevring av bronkier,Berkjuberkill,Þrenging á berkju
1,0,0,0,0,Bronchus,Bronchi,Bronchum,m.,2nd,Bronchus,Airway passage,Bronchus,Bronchus,Atemwegspassage,Priechod dýchacích ciest,Bronquio,Pasaje de la vía aérea,Bronchus,Airway Passage,Bronchus,Brotthvarf í öndunarvegi
1,0,0,0,0,Bulbus,Bulbi,Bulbum,m.,2nd,Bulb,Rounded part,Birne,Žiarovka,Abgerundeter Teil,Zaoblená časť,Bulbo,Parte redondeada,Pære,Avrundet del,Peru,Rúnnuð hluti
1,0,0,0,0,Bursa,Bursae,Bursam,f.,1st,Bursa,Fluid-filled sac,Schleimbeutel,Bursa,Flüssigkeitssack,Vak naplnený tekutinou,Bolsa,Saco de fluido,Bursa,Væskefylt sekk,Bursa,Vökvafyllt Sac
1,0,0,0,0,Caecum,Caeci,Caecum,n.,2nd,Cecum,First part of large intestine,Cecum,Plod,Erster Teil des Dickdarms,Prvá časť hrubého čreva,Ciego,Primera parte del intestino grueso,Cecum,Første del av tykktarmen,Cecum,Fyrsti hluti þörmanna
1,0,0,0,0,Calcaneus,Calcanei,Calcaneum,m.,2nd,Heel bone,Largest tarsal bone,Fersenknochen,Kosť na päte,Größter Tarsalknochen,Najväčšia dechová kosť,Hueso del talón,Hueso tarsal más grande,Hælben,Største tarsalbein,Hælbein,Stærsta tarsalbein
1,0,0,0,0,Calcar,Calcaris,Calcarem,n.,3rd,Spur,Bony projection,Sporn,Burza,Knochenprojektion,Kosti,Estimular,Proyección ósea,Spur,Beny projeksjon,Sna,Bein vörpun
1,0,0,0,0,Canaliculus,Canaliculi,Canalicum,m.,2nd,Canaliculus,Small channel,Canaliculus,Kanál,Kleiner Kanal,Malý kanál,Canalículo,Canal pequeño,Canaliculus,Liten kanal,Canaliculus,Lítil rás
0,1,0,0,0,Canalis,Canalis,Canalem,,,Canal,Passageway,Kanal,Kanál,Durchgang,Priechod,Canal,Pasaje,Kanal,Passageway,Skurður,Göng
1,0,0,0,0,Cancer,Cancri,Cancrum,m.,2nd,Cancer,Malignant tumor,Krebs,Rakovina,Bösartiger Tumor,Malígny nádor,Cáncer,Tumor maligno,Kreft,Ondartet svulst,Krabbamein,Illkynja æxli
1,0,0,0,0,Capitulum,Capituli,Capitulum,n.,2nd,Small head,Small rounded structure,Kleiner Kopf,Malá hlava,Kleine abgerundete Struktur,Malá zaoblená štruktúra,Cabeza pequeña,Pequeña estructura redondeada,Lite hode,Liten avrundet struktur,Lítið höfuð,Lítil ávöl uppbygging
1,0,0,0,0,Capsula,Capsulae,Capsulam,f.,1st,Capsule,Enclosing structure,Kapsel,Kapsula,Struktur einschließen,Konštrukcia,Cápsula,Cerrar estructura,Kapsel,Omsluttende struktur,Hylki,Umlyktar uppbyggingu
0,1,0,0,0,Capsularis,Capsularis,Capsularem,,,Capsular,Relating to a capsule,Kapsel,Kapsulárny,In Bezug auf eine Kapsel,Týkajúce sa kapsuly,Capsular,Relacionado con una cápsula,Kapsel,Relatert til en kapsel,Hylki,Sem tengjast hylki
1,0,0,0,0,Caput,Capitis,Caput,n.,3rd,Head,Uppermost part,Kopf,Hlavná strana,Oberster Teil,Najvyššia časť,Cabeza,Parte superior,Hode,Øverste del,Höfuð,Efri hluti
1,0,0,0,0,Carcinogenes,Carcinogenesei,Carcinogenesem,f.,5th,Carcinogenic,Causing cancer,Krebserregend,Karcinogénny,Krebs verursachen,Spôsobujúce rakovinu,Carcinogénico,Causando cáncer,Kreftfremkallende,Forårsaker kreft,Krabbameinsvaldandi,Veldur krabbameini
1,0,0,0,0,Carcinoma,Carcinomae,Carcinomam,f.,1st,Carcinoma,Malignant tumor,Karzinom,Karcinóm,Bösartiger Tumor,Malígny nádor,Carcinoma,Tumor maligno,Karsinom,Ondartet svulst,Krabbamein,Illkynja æxli
1,0,0,0,0,Carcinophobia,Carcinophobiae,Carcinophobiam,f.,1st,Carcinophobia,Fear of cancer,Karzinophobie,Karcinofóbia,Angst vor Krebs,Strach z rakoviny,Carcinofobia,Miedo al cáncer,Karsinofobi,Frykt for kreft,Krabbamein,Ótti við krabbamein
1,0,0,0,0,Cardiologia,Cardiologiae,Cardiologiam,f.,1st,Cardiology,Study of heart diseases,Kardiologie,Kardiológia,Untersuchung von Herzkrankheiten,Štúdium srdcových chorôb,Cardiología,Estudio de enfermedades cardíacas,Kardiologi,Studie av hjertesykdommer,Hjartalækning,Rannsókn á hjartasjúkdómum
0,1,0,0,0,Cardiovascularis,Cardiovascularis,Cardiovascularem,,,Cardiovascular,Relating to heart & vessels,Herz -Kreislauf,Kardiovaskulárny,In Bezug auf Herz & Schiffe,Týkajúce sa srdca a plavidiel,Cardiovascular,Relacionado con el corazón y los vasos,Kardiovaskulær,Relatert til hjerte og fartøyer,Hjarta- og æðasjúkdóma,Sem tengjast hjarta og skipum
1,0,0,0,0,Caries,Cariesei,Cariesem,f.,5th,Caries,Tooth decay,Karies,Kaz,Karies,Zubný kaz,Caries,Caries dental,Karies,Tannråte,Cannies,Tannskemmdir
0,1,0,0,0,Carotis,Carotidis,Carotidem,,,Carotid,Major neck artery,Karotis,Karotídny,Haupthalsarterie,Hlavná tepna,Carótida,Arteria del cuello mayor,Halspuls,Major nakkearterie,Karótíð,Major háls slagæð
0,1,0,0,0,Carpometacarpalis,Carpometacarpalis,Carpometacarpalem,,,Carpometacarpal,Relating to wrist & metacarpals,Karpometakarpal,Carpometacarpal,Im Zusammenhang mit Handgelenk und Metacarpals,Týkajúce sa zápästia a metacarpals,Carpometacopal,Relacionado con la muñeca y metacarpianos,CARPOMETACARPAL,Relatert til håndledd og metakarpaler,Carpometacarpal,Varðandi úlnlið og metacarpals
0,1,0,0,0,Carpoptosis,Carpoptosis,Carpoptosim,,,Carpoptosis,Wrist drop,Carpoptose,Karpoptóza,Handgelenkstropfen,Zápästie,Carpoptosis,Muñeca,Karpoptose,Håndleddsfall,Carpoptosis,Úlnliðsfall
1,0,0,0,0,Cartilago,Cartilaginis,Cartilaginem,f.,3rd,Cartilage,Connective tissue,Knorpel,Chrupavka,Bindegewebe,Spojovacie tkanivo,Cartílago,Tejido conectivo,Brusk,Bindevev,Brjósk,Bandvef
1,0,0,0,0,Catabolismus,Catabolismi,Catabolismum,m.,2nd,Catabolism,Breaking down of molecules,Katabolismus,Katabolizmus,Moleküle abbrechen,Rozklad molekúl,Catabolismo,Desglosando las moléculas,Katabolisme,Bryting av molekyler,Catabolism,Að brjóta niður sameindir
1,0,0,0,0,Cataracta,Cataractae,Cataractam,f.,1st,Cataract,Clouding of eye lens,Katarakt,Zákal,Trübchen der Augenlinse,Zakalenie očných šošoviek,Catarata,Nublado de lentes para los ojos,Grå stær,Skying av øyelinsen,Drer,Ský á augnlinsu
1,0,0,0,0,Causa,Causae,Causam,f.,1st,Cause,Reason or motive,Ursache,Spôsob,Grund oder Motiv,Dôvod alebo motív,Causa,Razón o motivo,Forårsake,Grunn eller motiv,Orsök,Ástæða eða hvöt
1,0,0,0,0,Cavus,Cavi,Cavum,m.,2nd,Hollow,Concave shape,Hohl,Dutina,Konkave Form,Konkávny tvar,Hueco,Forma cóncava,Hul,Konkav form,Hol,Íhvolf lögun
1,0,0,0,0,Cavitas,Cavitatis,Cavitatem,f.,3rd,Cavity,Hollow space,Hohlraum,Dutina,Hohlraum,Dutina,Cavidad,Espacio hueco,Hulrom,Hul plass,Hola,Holt rými
1,0,0,0,0,Centrum,Centri,Centrum,n.,2nd,Center,Middle part,Center,Stred,Mittlerer Teil,Stredná časť,Centro,Parte media,Senter,Midtdel,Miðja,Miðhluti
1,0,0,0,0,Cephalalgia,Cephalalgiae,Cephalalgiam,f.,1st,Cephalalgia,Headache,Cephalalgie,Cefalalgia,Kopfschmerzen,Bolesť hlavy,Cefalalgia,Dolor de cabeza,Cephalalgia,Hodepine,Cephalalgia,Höfuðverkur
1,0,0,0,0,Cerebellum,Cerebelli,Cerebellum,n.,2nd,Cerebellum,Part of the brain,Kleinhirn,Cerebellum,Teil des Gehirns,Časť mozgu,Cerebelo,Parte del cerebro,Cerebellum,En del av hjernen,Cerebellum,Hluti af heilanum
0,1,0,0,0,Cervicalis,Cervicalis,Cervicalem,,,Cervical,Relating to the neck,Zervikal,Krčný,Im Zusammenhang mit dem Hals,Týkajúce sa krku,Cervical,Relacionado con el cuello,Livmorhalsen,Relatert til nakken,Legháls,Sem tengjast hálsinum
0,1,0,0,0,Cervicobrachialis,Cervicobrachialis,Cervicobrachialem,,,Cervicobrachial,Relating to neck & arm,Zervicobrachial,Cervicobrachiálny,In Bezug auf Neck & Arm,Týkajúce sa krku a ruky,Cervicobracial,Relacionado con el cuello y el brazo,Cervicobrachial,Relatert til nakke og arm,Cervicobrachial,Sem tengjast hálsi og handlegg
0,1,0,0,0,Cervicothoracicus,Cervicothoracici,Cervicothoracicum,,,Cervicothoracic,Relating to neck & chest,Gebärmutterhals,Krčný,In Bezug auf Neck & Brust,Týkajúce sa krku a hrudníka,Cervicotorácico,Relacionado con el cuello y el cofre,Cervicothoracic,Relatert til nakke og bryst,Cervicothoracic,Sem tengjast hálsi og brjósti
1,0,0,0,0,Cervix,Cervicis,Cervicem,f.,3rd,Cervix,Neck-like structure,Gebärmutterhals,Krčka maternice,Nackenähnliche Struktur,Štruktúra,Cuello uterino,Estructura del cuello,Livmorhalsen,Nakkelignende struktur,Legháls,Háls-eins og uppbygging
0,1,0,0,0,Cheilitis,Cheilitidis,Cheilitidem,,,Cheilitis,Inflammation of the lips,Cheilitis,Cheilitída,Entzündung der Lippen,Zápal pier,Quilitis,Inflamación de los labios,Cheilitt,Betennelse i leppene,Cheilitis,Bólga á vörum
0,1,0,0,0,Cheiloschisis,Cheiloschisis,Cheiloschisism,,,Cleft lip,Congenital lip defect,Lippenspalt,Rozštiepka,Angeborener Lippenfehler,Vrodená porucha pery,labio hendido,Defecto de los labios congénitos,Cleft Lip,Medfødt leppedefekt,Klofinn varir,Meðfæddur varalitur
1,0,0,0,0,Cheilostomatoplastike,Cheilostomatoplastikeis,Cheilostomatoplastikem,n.,3rd,Cheilostomatoplasty,Lip and mouth surgery,Cheilostomatoplastik,Cheilostomatoplastika,Lippen- und Mundoperation,Chirurgia na pery a ústa,Galilostomatoplastia,Cirugía de labios y boca,Cheilostomatoplasty,Leppe- og munnkirurgi,Cheilostomatoplasty,Lip og munnaðgerð
1,0,0,0,0,China,Chinae,Chinam,f.,1st,Quina,Tropical tree,Quina,Quina,Tropenbaum,Tropický strom,Quina,Árbol tropical,Quina,Tropisk tre,Quina,Tropical Tree
1,0,0,0,0,Chirurgicus,Chirurgici,Chirurgicum,m.,2nd,Surgical,Related to surgery,Chirurgisch,Chirurgický,Im Zusammenhang mit einer Operation,Súvisiace s chirurgiou,Quirúrgico,Relacionado con la cirugía,Kirurgisk,Relatert til kirurgi,Skurðaðgerð,Tengt skurðaðgerð
1,0,0,0,0,Cholecystectomia,Cholecystectomiae,Cholecystectomiam,f.,1st,Cholecystectomy,Gallbladder removal surgery,Cholezystektomie,Cholecystektómia,Entfernung von Gallenblasen,Chirurgia na odstránenie žlčníka,Colecistectomía,Cirugía de eliminación de la vesícula,Cholecystektomi,Galleblæren fjerningskirurgi,Gallblöðrubólga,Aðgerð á gallblöðru
0,1,0,0,0,Cholelithiasis,Cholelithiasis,Cholelithiasim,,,Cholelithiasis,Presence of gallstones,Cholelithiasis,Cholelitiáza,Vorhandensein von Gallensteinen,Prítomnosť žlčových kameňov,Colelitiasis,Presencia de cálculos biliares,Kolelithiasis,Tilstedeværelse av gallestein,Cholelithiasis,Nærvera gallsteina
1,0,0,0,0,Chondroma,Chondromae,Chondromam,f.,1st,Chondroma,Cartilage tumor,Chondrom,Chondróm,Knorpeltumor,Nádor chrupavky,Condroma,Tumor de cartílago,Chondroma,Brusksvulst,Chondroma,Brjósk æxli
1,0,0,0,0,Chronicus,Chronici,Chronicum,m.,2nd,Chronic,Long-term condition,Chronisch,Chronický,Langzeitbedingung,Dlhodobý stav,Crónico,Condición a largo plazo,Kronisk,Langsiktig tilstand,Langvinnur,Langtímaástand
0,1,0,0,0,Cirulatorius,Cirulatorii,Cirulatorium,,,Circulatory,Relating to circulation,Kreislauf,Obvodný,In Bezug auf den Kreislauf,Týkajúce sa obehu,Circulatorio,Relacionado con la circulación,Sirkulasjon,Knyttet til sirkulasjon,Blóðrás,Sem tengjast umferð
1,0,0,0,0,Circumcisio,Circumcisionis,Circumcisionem,f.,3rd,Circumcision,Surgical removal of foreskin,Beschneidung,Obriezka,Chirurgische Entfernung von Vorhaut,Chirurgické odstránenie predkožky,Circuncisión,Eliminación quirúrgica del prepucio,Omskjæring,Kirurgisk fjerning av forhuden,Umskurður,Skurðaðgerð á forhúð
0,1,0,0,0,Circumoralis,Circumoralis,Circumoralem,,,Circumoral,Around the mouth,Umfang,Obvodový,Um den Mund,Okolo úst,Circundante,Alrededor de la boca,Circumoral,Rundt munnen,Umhyrnd,Umhverfis munninn
0,1,0,0,0,Cirrhosis,Cirrhosis,Cirrhosim,,,Cirrhosis,Liver scarring,Zirrhose,Cirhóza,Lebernarben,Zjazvenie pečene,Cirrosis,Cicatrices de hígado,Skrumplever,Lever arrdannelse,Skorpulifur,Lifrar ör
1,0,0,0,0,Claustrophobia,Claustrophobiae,Claustrophobiam,f.,1st,Claustrophobia,Fear of enclosed spaces,Klaustrophobie,Klaustrofóbia,Angst vor geschlossenen Räumen,Strach z uzavretých priestorov,Claustrofobia,Miedo a los espacios cerrados,Klaustrofobi,Frykt for lukkede rom,Castustrophobia,Ótti við lokað rými
1,0,0,0,0,Clausus,Clausi,Clausum,m.,2nd,Closed,Not open,Geschlossen,ZATVORENÉ,Nicht offen,Neotvorený,Cerrado,No abierto,Lukket,Ikke åpen,Lokað,Ekki opið
0,1,0,0,0,Cleidocostalis,Cleidocostalis,Cleidocostalem,,,Cleidocostal,Relating to clavicle and rib,Cleventocostal,Cleidokostál,In Bezug auf Schlüsselbein und Rippe,Týkajúce sa kosti a rebier,Cleidocostal,Relacionado con clavícula y costilla,Cleidocostal,Relatert til klynge og ribbein,Cleidocostal,Sem tengjast leggöngum og rifbeini
1,0,0,0,0,Collapsus,Collapsi,Collapsum,m.,2nd,Collapse,Breakdown,Zusammenbruch,Zrútenie,Abbauen,Rozpad,Colapsar,Descomponer,Kollapse,Sammenbrudd,Hrynja,SAMANTEKT
1,0,0,0,0,Collum,Colli,Collum,n.,2nd,Neck,Narrow body part,Nacken,Krk,Enger Körperteil,Úzka časť tela,Cuello,Parte del cuerpo estrecho,Nakke,Smal kroppsdel,Háls,Þröngt líkamshluti
1,0,0,0,0,Colon,Coloni,Colonum,n.,2nd,Colon,Large intestine segment,Doppelpunkt,Hrubé črevo,Dickdarmsegment,Segment čreva,Colon,Segmento de intestino grueso,Kolon,Tykktarmen,Ristill,Stór þörmum
0,1,0,0,0,Colopexis,Colopexis,Colopexim,,,Colopexy,Colon fixation surgery,Kolopexie,Colopexy,Dickdarmfixierungsoperation,Operácia fixácie hrubého čreva,Colopexy,Cirugía de fijación del colon,Colopexy,Kolon fikseringskirurgi,Colopexy,Skurðaðgerð á ristli
0,1,0,0,0,Colpitis,Colpitidis,Colpitidem,,,Colpitis,Inflammation of the vagina,Colpitis,Kolpitída,Entzündung der Vagina,Zápal vagíny,Colpitis,Inflamación de la vagina,Colpitis,Betennelse i skjeden,Colpitis,Bólga í leggöngum
1,0,0,0,0,Colposcopia,Colposcopiae,Colposcopiam,f.,1st,Colposcopy,Vaginal examination,Kolposkopie,Kolposkopia,Vaginaluntersuchung,Vyšetrenie,Colposcopia,Examen vaginal,Kolposkopi,Vaginal undersøkelse,Colposcopy,Leggöngskoðun
0,1,0,0,0,Costovertebralis,Costovertebralis,Costovertebralem,,,Costovertebral,Relating to ribs and vertebrae,Costovertebral,Nákladný,In Bezug auf Rippen und Wirbel,Týkajúce sa rebier a stavcov,Costovertebral,Relacionado con costillas y vértebras,Costovertebral,Relatert til ribbeina og ryggvirvler,Costovertebral,Sem tengjast rifjum og hryggjarliðum
1,0,0,0,0,Columna,Columnae,Columnam,f.,1st,Column,Pillar-like structure,Spalte,Stĺp,Säulenartige Struktur,Konštrukcia,Columna,Estructura similar a un pilar,Søyle,Søyle-lignende struktur,Súlan,Súlurík uppbygging
0,0,0,0,1,Columna vertebralis,Columnae vertebralis,Columnam vertebralem,,1st,Vertebral column,,Wirbelsäule,Stavcový stĺp,,,Columna vertebral,,Vertebral kolonne,,Hryggsúlu,
1,0,0,0,0,Coma,Comae,Comam,f.,1st,Coma,State of unconsciousness,Koma,Kóma,Zustand der Bewusstlosigkeit,Stav bezvedomia,Coma,Estado de inconsciencia,Koma,Bevisstløshetstilstand,Dá,Afvitund
0,0,1,0,0,Communincans,Communicantis,Communicantem,,3rd,Communicating,Connecting,Kommunizieren,Komunikácia,Verbinden,Spojovací,Comunicado,Conexión,Kommunisere,Koble til,Samskipti,Tenging
