english_name,slovak_name,atc_primary,atc_all
darvadstrocel,,L04AX08,
diroximel fumarate,,L04AX09,
phenylbutazone,,M01AA01,M02AA01
mofebutazone,,M01AA02,M02AA02
oxyphenbutazone,,M01AA03,M02AA04;S01BC02
clofezone,,M01AA05,M02AA03
kebuzone,,M01AA06,
sulindac,,M01AB02,
tolmetin,,M01AB03,M02AA21
zomepirac,,M01AB04,
alclofenac,,M01AB06,
bumadizone,,M01AB07,
etodolac,,M01AB08,
lonazolac,,M01AB09,
fentiazac,,M01AB10,M02AA14
acemetacin,,M01AB11,
difenpiramide,,M01AB12,
oxametacin,,M01AB13,
proglumetacin,,M01AB14,
ketorolac,,M01AB15,S01BC05
aceclofenac,,M01AB16,M02AA25
bufexamac,,M01AB17,M02AA09
"indometacin, combinations",,M01AB51,
"diclofenac, combinations",,M01AB55,
piroxicam,,M01AC01,M02AA07;S01BC06
tenoxicam,,M01AC02,
droxicam,,M01AC04,
lornoxicam,,M01AC05,
meloxicam,,M01AC06,
"meloxicam, combinations",,M01AC56,
ketoprofen,,M01AE03,M02AA10
fenoprofen,,M01AE04,
fenbufen,,M01AE05,
benoxaprofen,,M01AE06,
suprofen,,M01AE07,
pirprofen,,M01AE08,
flurbiprofen,,M01AE09,M02AA19;R02AX01;S01BC04
indoprofen,,M01AE10,
tiaprofenic acid,,M01AE11,
oxaprozin,,M01AE12,
ibuproxam,,M01AE13,
dexibuprofen,,M01AE14,
alminoprofen,,M01AE16,
dexketoprofen,,M01AE17,M02AA27
naproxcinod,,M01AE18,
"ibuprofen, combinations",,M01AE51,
naproxen and esomeprazole,,M01AE52,
"ketoprofen, combinations",,M01AE53,
naproxen and misoprostol,,M01AE56,
naproxen and diphenhydramine,,M01AE57,
mefenamic acid,,M01AG01,
tolfenamic acid,,M01AG02,
flufenamic acid,,M01AG03,
meclofenamic acid,,M01AG04,M02AA18
rofecoxib,,M01AH02,
valdecoxib,,M01AH03,
parecoxib,,M01AH04,
etoricoxib,,M01AH05,
lumiracoxib,,M01AH06,
polmacoxib,,M01AH07,
nabumetone,,M01AX01,
niflumic acid,,M01AX02,M02AA17
azapropazone,,M01AX04,
glucosamine,,M01AX05,
glucosaminoglycan polysulfate,,M01AX12,
proquazone,,M01AX13,
orgotein,,M01AX14,
nimesulide,,M01AX17,M02AA26
feprazone,,M01AX18,M02AA16
diacerein,,M01AX21,
morniflumate,,M01AX22,
tenidap,,M01AX23,
chondroitin sulfate,,M01AX25,
"avocado and soyabean oil, unsaponifiables",,M01AX26,
"feprazone, combinations",,M01AX68,
phenylbutazone and corticosteroids,,M01BA01,
dipyrocetyl and corticosteroids,,M01BA02,
acetylsalicylic acid and corticosteroids,,M01BA03,
oxycinchophen,,M01CA03,
sodium aurothiomalate,,M01CB01,
sodium aurotiosulfate,,M01CB02,
auranofin,,M01CB03,
aurothioglucose,,M01CB04,
aurotioprol,,M01CB05,
penicillamine,,M01CC01,
bucillamine,,M01CC02,
etofenamate,,M02AA06,
felbinac,,M02AA08,
bendazac,,M02AA11,S01BC07
suxibuzone,,M02AA22,
nifenazone,,M02AA24,N02BB05
piketoprofen,,M02AA28,
esflurbiprofen,,M02AA29,
loxoprofen,,M02AA31,
capsaicin,,M02AB01,N01BX04
zucapsaicin,,M02AB02,
idrocilamide,,M02AX05,
tolperisone,,M02AX06,M03BX04
alcuronium,,M03AA01,
tubocurarine,,M03AA02,
dimethyltubocurarine,,M03AA04,
suxamethonium,,M03AB01,
pancuronium,,M03AC01,
gallamine,,M03AC02,
vecuronium,,M03AC03,
atracurium,,M03AC04,
hexafluronium,,M03AC05,
pipecuronium bromide,,M03AC06,
doxacurium chloride,,M03AC07,
fazadinium bromide,,M03AC08,
rocuronium bromide,,M03AC09,
mivacurium chloride,,M03AC10,
cisatracurium,,M03AC11,
botulinum toxin,,M03AX01,
phenprobamate,,M03BA01,
carisoprodol,,M03BA02,
methocarbamol,,M03BA03,
styramate,,M03BA04,
febarbamate,,M03BA05,
"phenprobamate, combinations excl. psycholeptics",,M03BA51,
"carisoprodol, combinations excl. psycholeptics",,M03BA52,
"methocarbamol, combinations excl. psycholeptics",,M03BA53,
"phenprobamate, combinations with psycholeptics",,M03BA71,
"carisoprodol, combinations with psycholeptics",,M03BA72,
"methocarbamol, combinations with psycholeptics",,M03BA73,
chlormezanone,,M03BB02,
chlorzoxazone,,M03BB03,
"chlormezanone, combinations excl. psycholeptics",,M03BB52,
"chlorzoxazone, combinations excl. psycholeptics",,M03BB53,
"chlormezanone, combinations with psycholeptics",,M03BB72,
"chlorzoxazone, combinations with psycholeptics",,M03BB73,
orphenadrine (citrate),,M03BC01,
"orphenadrine, combinations",,M03BC51,
baclofen,,M03BX01,
tizanidine,,M03BX02,
pridinol,,M03BX03,
thiocolchicoside,,M03BX05,
mephenesin,,M03BX06,
tetrazepam,,M03BX07,
cyclobenzaprine,,M03BX08,
eperisone,,M03BX09,
fenyramidol,,M03BX30,
"pridinol, combinations",,M03BX53,
"thiocolchicoside, combinations",,M03BX55,
dantrolene,,M03CA01,
allopurinol,,M04AA01,
tisopurine,,M04AA02,
febuxostat,,M04AA03,
"allopurinol, combinations",,M04AA51,
probenecid,,M04AB01,
sulfinpyrazone,,M04AB02,
benzbromarone,,M04AB03,
isobromindione,,M04AB04,
lesinurad,,M04AB05,
colchicine,,M04AC01,
cinchophen,,M04AC02,
colchicine and probenecid,,M04AC51,
urate oxidase,,M04AX01,
pegloticase,,M04AX02,
etidronic acid,,M05BA01,
clodronic acid,,M05BA02,
pamidronic acid,,M05BA03,
alendronic acid,,M05BA04,
tiludronic acid,,M05BA05,
ibandronic acid,,M05BA06,
risedronic acid,,M05BA07,
zoledronic acid,,M05BA08,
"etidronic acid and calcium, sequential",,M05BB01,
"risedronic acid and calcium, sequential",,M05BB02,
alendronic acid and colecalciferol,,M05BB03,
"risedronic acid, calcium and colecalciferol, sequential",,M05BB04,
"alendronic acid, calcium and colecalciferol, sequential",,M05BB05,
"alendronic acid and alfacalcidol, sequential",,M05BB06,
risedronic acid and colecalciferol,,M05BB07,
"zoledronic acid, calcium and colecalciferol, sequential",,M05BB08,
ibandronic acid and colecalciferol,,M05BB09,
dibotermin alfa,,M05BC01,
eptotermin alfa,,M05BC02,
ipriflavone,,M05BX01,
strontium ranelate,,M05BX03,
denosumab,,M05BX04,
burosumab,,M05BX05,
romosozumab,,M05BX06,
vosoritide,,M05BX07,
menatetrenone,,M05BX08,
strontium ranelate and colecalciferol,,M05BX53,
hydroquinine,,M09AA01,
"quinine, combinations with psycholeptics",,M09AA72,
chymopapain,,M09AB01,
collagenase clostridium histolyticum,,M09AB02,
"trypsin, combinations",,M09AB52,
"chondrocytes, autologous",,M09AX02,
ataluren,,M09AX03,
drisapersen,,M09AX04,
aceneuramic acid,,M09AX05,
eteplirsen,,M09AX06,
nusinersen,,M09AX07,
golodirsen,,M09AX08,
onasemnogene abeparvovec,,M09AX09,
risdiplam,,M09AX10,
palovarotene,,M09AX11,
viltolarsen,,M09AX12,
casimersen,,M09AX13,
givinostat,,M09AX14,
delandistrogene moxeparvovec,,M09AX15,
diethyl ether,,N01AA01,
vinyl ether,,N01AA02,
halothane,,N01AB01,
chloroform,,N01AB02,
enflurane,,N01AB04,
trichloroethylene,,N01AB05,
isoflurane,,N01AB06,
desflurane,,N01AB07,
sevoflurane,,N01AB08,
methohexital,,N01AF01,N05CA15
hexobarbital,,N01AF02,N05CA16
thiopental,,N01AF03,N05CA19
narcobarbital,,N01AG01,
fentanyl,,N01AH01,N02AB03
alfentanil,,N01AH02,
sufentanil,,N01AH03,
phenoperidine,,N01AH04,
anileridine,,N01AH05,
remifentanil,,N01AH06,
"fentanyl, combinations",,N01AH51,
ketamine,,N01AX03,
propanidid,,N01AX04,
alfaxalone,,N01AX05,
etomidate,,N01AX07,
propofol,,N01AX10,
sodium oxybate,,N01AX11,N07XX04
nitrous oxide,,N01AX13,
esketamine,,N01AX14,N06AX27
xenon,,N01AX15,
"nitrous oxide, combinations",,N01AX63,
metabutethamine,,N01BA01,
chloroprocaine,,N01BA04,S01HA08
"procaine, combinations",,N01BA52,
"tetracaine, combinations",,N01BA53,
bupivacaine,,N01BB01,
mepivacaine,,N01BB03,
prilocaine,,N01BB04,
butanilicaine,,N01BB05,
etidocaine,,N01BB07,
articaine,,N01BB08,
ropivacaine,,N01BB09,
levobupivacaine,,N01BB10,
"bupivacaine, combinations",,N01BB51,
"lidocaine, combinations",,N01BB52,
"mepivacaine, combinations",,N01BB53,
"prilocaine, combinations",,N01BB54,
"etidocaine, combinations",,N01BB57,
"articaine, combinations",,N01BB58,
bupivacaine and meloxicam,,N01BB59,
cocaine,,N01BC01,R02AD03;S01HA01;S02DA02
ethyl chloride,,N01BX01,
dyclonine,,N01BX02,R02AD04
morphine,,N02AA01,
hydromorphone,,N02AA03,
nicomorphine,,N02AA04,
oxycodone,,N02AA05,
dihydrocodeine,,N02AA08,
papaveretum,,N02AA10,
oxymorphone,,N02AA11,
hydromorphone and naloxone,,N02AA53,
oxycodone and naloxone,,N02AA55,
oxycodone and naltrexone,,N02AA56,
"dihydrocodeine, combinations",,N02AA58,
"codeine, combinations excl. psycholeptics",,N02AA59,
"codeine, combinations with psycholeptics",,N02AA79,
ketobemidone,,N02AB01,
pethidine,,N02AB02,
"pethidine, combinations excl. psycholeptics",,N02AB52,
"pethidine, combinations with psycholeptics",,N02AB72,
dextromoramide,,N02AC01,
piritramide,,N02AC03,
dextropropoxyphene,,N02AC04,
bezitramide,,N02AC05,
"methadone, combinations excl. psycholeptics",,N02AC52,
"dextropropoxyphene, combinations excl. psycholeptics",,N02AC54,
"dextropropoxyphene, combinations with psycholeptics",,N02AC74,
pentazocine,,N02AD01,
phenazocine,,N02AD02,
pentazocine and naloxone,,N02AD51,
buprenorphine,,N02AE01,N07BC01
butorphanol,,N02AF01,
nalbuphine,,N02AF02,
morphine and antispasmodics,,N02AG01,
ketobemidone and antispasmodics,,N02AG02,
pethidine and antispasmodics,,N02AG03,
hydromorphone and antispasmodics,,N02AG04,
dihydrocodeine and paracetamol,,N02AJ01,
dihydrocodeine and acetylsalicylic acid,,N02AJ02,
dihydrocodeine and other non-opioid analgesics,,N02AJ03,
codeine and paracetamol,,N02AJ06,
codeine and acetylsalicylic acid,,N02AJ07,
codeine and ibuprofen,,N02AJ08,
codeine and other non-opioid analgesics,,N02AJ09,
tramadol and paracetamol,,N02AJ13,
tramadol and dexketoprofen,,N02AJ14,
tramadol and other non-opioid analgesics,,N02AJ15,
tramadol and celecoxib,,N02AJ16,
oxycodone and paracetamol,,N02AJ17,
oxycodone and acetylsalicylic acid,,N02AJ18,
oxycodone and ibuprofen,,N02AJ19,
hydrocodone and paracetamol,,N02AJ22,
hydrocodone and ibuprofen,,N02AJ23,
tilidine,,N02AX01,
tramadol,,N02AX02,
dezocine,,N02AX03,
meptazinol,,N02AX05,
tapentadol,,N02AX06,
oliceridine,,N02AX07,
tilidine and naloxone,,N02AX51,
choline salicylate,,N02BA03,
sodium salicylate,,N02BA04,
salicylamide,,N02BA05,
salsalate,,N02BA06,
ethenzamide,,N02BA07,
morpholine salicylate,,N02BA08,
dipyrocetyl,,N02BA09,
benorilate,,N02BA10,
diflunisal,,N02BA11,
potassium salicylate,,N02BA12,
guacetisal,,N02BA14,
imidazole salicylate,,N02BA16,
"acetylsalicylic acid, combinations excl. psycholeptics",,N02BA51,
"salicylamide, combinations excl. psycholeptics",,N02BA55,
"ethenzamide, combinations excl. psycholeptics",,N02BA57,
"dipyrocetyl, combinations excl. psycholeptics",,N02BA59,
carbasalate calcium combinations excl. psycholeptics,,N02BA65,
"magnesium salicylate, combinations excl. psycholeptics",,N02BA67,
"acetylsalicylic acid, combinations with psycholeptics",,N02BA71,
"salicylamide, combinations with psycholeptics",,N02BA75,
"ethenzamide, combinations with psycholeptics",,N02BA77,
"dipyrocetyl, combinations with psycholeptics",,N02BA79,
phenazone,,N02BB01,S02DA03
metamizole sodium,,N02BB02,
aminophenazone,,N02BB03,
propyphenazone,,N02BB04,
"phenazone, combinations excl. psycholeptics",,N02BB51,
"metamizole sodium, combinations excl. psycholeptics",,N02BB52,
"aminophenazone, combinations excl. psycholeptics",,N02BB53,
"propyphenazone, combinations excl. psycholeptics",,N02BB54,
"phenazone, combinations with psycholeptics",,N02BB71,
"metamizole sodium, combinations with psycholeptics",,N02BB72,
"aminophenazone, combinations with psycholeptics",,N02BB73,
"propyphenazone, combinations with psycholeptics",,N02BB74,
paracetamol,,N02BE01,
phenacetin,,N02BE03,
bucetin,,N02BE04,
propacetamol,,N02BE05,
"paracetamol, combinations excl. psycholeptics",,N02BE51,
"phenacetin, combinations excl. psycholeptics",,N02BE53,
"bucetin, combinations excl. psycholeptics",,N02BE54,
"paracetamol, combinations with psycholeptics",,N02BE71,
"phenacetin, combinations with psycholeptics",,N02BE73,
"bucetin, combinations with psycholeptics",,N02BE74,
gabapentin,,N02BF01,
pregabalin,,N02BF02,
mirogabalin,,N02BF03,
rimazolium,,N02BG02,
glafenine,,N02BG03,
floctafenine,,N02BG04,
viminol,,N02BG05,
nefopam,,N02BG06,
flupirtine,,N02BG07,
ziconotide,,N02BG08,
methoxyflurane,,N02BG09,
cannabinoids,,N02BG10,
tanezumab,,N02BG12,
dihydroergotamine,,N02CA01,
ergotamine,,N02CA02,
methysergide,,N02CA04,
"dihydroergotamine, combinations",,N02CA51,
"ergotamine, combinations excl. psycholeptics",,N02CA52,
"ergotamine, combinations with psycholeptics",,N02CA72,
flumedroxone,,N02CB01,
sumatriptan,,N02CC01,
naratriptan,,N02CC02,
zolmitriptan,,N02CC03,
rizatriptan,,N02CC04,
almotriptan,,N02CC05,
eletriptan,,N02CC06,
frovatriptan,,N02CC07,
lasmiditan,,N02CC08,
sumatriptan and naproxen,,N02CC51,
erenumab,,N02CD01,
galcanezumab,,N02CD02,
fremanezumab,,N02CD03,
ubrogepant,,N02CD04,
eptinezumab,,N02CD05,
rimegepant,,N02CD06,
atogepant,,N02CD07,
pizotifen,,N02CX01,
iprazochrome,,N02CX03,
dimetotiazine,,N02CX05,
oxetorone,,N02CX06,
methylphenobarbital,,N03AA01,
phenobarbital,,N03AA02,
primidone,,N03AA03,
barbexaclone,,N03AA04,
metharbital,,N03AA30,
ethotoin,,N03AB01,
phenytoin,,N03AB02,
amino(diphenylhydantoin) valeric acid,,N03AB03,
mephenytoin,,N03AB04,
fosphenytoin,,N03AB05,
"phenytoin, combinations",,N03AB52,
"mephenytoin, combinations",,N03AB54,
paramethadione,,N03AC01,
trimethadione,,N03AC02,
ethadione,,N03AC03,
ethosuximide,,N03AD01,
phensuximide,,N03AD02,
mesuximide,,N03AD03,
"ethosuximide, combinations",,N03AD51,
clonazepam,,N03AE01,
carbamazepine,,N03AF01,
oxcarbazepine,,N03AF02,
rufinamide,,N03AF03,
eslicarbazepine,,N03AF04,
valproic acid,,N03AG01,
valpromide,,N03AG02,
aminobutyric acid,,N03AG03,
vigabatrin,,N03AG04,
progabide,,N03AG05,
tiagabine,,N03AG06,
sultiame,,N03AX03,
phenacemide,,N03AX07,
lamotrigine,,N03AX09,
felbamate,,N03AX10,
topiramate,,N03AX11,
pheneturide,,N03AX13,
levetiracetam,,N03AX14,
zonisamide,,N03AX15,
stiripentol,,N03AX17,
lacosamide,,N03AX18,
carisbamate,,N03AX19,
retigabine,,N03AX21,
perampanel,,N03AX22,
brivaracetam,,N03AX23,
cannabidiol,,N03AX24,
cenobamate,,N03AX25,
ganaxolone,,N03AX27,
beclamide,,N03AX30,
trihexyphenidyl,,N04AA01,
biperiden,,N04AA02,
metixene,,N04AA03,
procyclidine,,N04AA04,
profenamine,,N04AA05,
dexetimide,,N04AA08,
phenglutarimide,,N04AA09,
mazaticol,,N04AA10,
bornaprine,,N04AA11,
tropatepine,,N04AA12,
etanautine,,N04AB01,
orphenadrine (chloride),,N04AB02,
benzatropine,,N04AC01,
etybenzatropine,,N04AC30,
levodopa,,N04BA01,
levodopa and decarboxylase inhibitor,,N04BA02,
"levodopa, decarboxylase inhibitor and COMT inhibitor",,N04BA03,
melevodopa,,N04BA04,
melevodopa and decarboxylase inhibitor,,N04BA05,
etilevodopa and decarboxylase inhibitor,,N04BA06,
foslevodopa and decarboxylase inhibitor,,N04BA07,
amantadine,,N04BB01,
pergolide,,N04BC02,
dihydroergocryptine mesylate,,N04BC03,
ropinirole,,N04BC04,
pramipexole,,N04BC05,
piribedil,,N04BC08,
rotigotine,,N04BC09,
selegiline,,N04BD01,
rasagiline,,N04BD02,
safinamide,,N04BD03,
tolcapone,,N04BX01,
entacapone,,N04BX02,
budipine,,N04BX03,
opicapone,,N04BX04,
istradefylline,,N04CX01,
chlorpromazine,,N05AA01,
levomepromazine,,N05AA02,
promazine,,N05AA03,
acepromazine,,N05AA04,
triflupromazine,,N05AA05,
cyamemazine,,N05AA06,
chlorproethazine,,N05AA07,
dixyrazine,,N05AB01,
fluphenazine,,N05AB02,
perphenazine,,N05AB03,
prochlorperazine,,N05AB04,
thiopropazate,,N05AB05,
trifluoperazine,,N05AB06,
acetophenazine,,N05AB07,
thioproperazine,,N05AB08,
butaperazine,,N05AB09,
perazine,,N05AB10,
periciazine,,N05AC01,
thioridazine,,N05AC02,
mesoridazine,,N05AC03,
pipotiazine,,N05AC04,
haloperidol,,N05AD01,
trifluperidol,,N05AD02,
melperone,,N05AD03,
moperone,,N05AD04,
pipamperone,,N05AD05,
bromperidol,,N05AD06,
benperidol,,N05AD07,
droperidol,,N05AD08,
fluanisone,,N05AD09,
lumateperone,,N05AD10,
oxypertine,,N05AE01,
molindone,,N05AE02,
sertindole,,N05AE03,
ziprasidone,,N05AE04,
lurasidone,,N05AE05,
flupentixol,,N05AF01,
clopenthixol,,N05AF02,
chlorprothixene,,N05AF03,
tiotixene,,N05AF04,
zuclopenthixol,,N05AF05,
fluspirilene,,N05AG01,
pimozide,,N05AG02,
penfluridol,,N05AG03,
loxapine,,N05AH01,
clozapine,,N05AH02,
olanzapine,,N05AH03,
quetiapine,,N05AH04,
asenapine,,N05AH05,
clotiapine,,N05AH06,
olanzapine and samidorphan,,N05AH53,
sulpiride,,N05AL01,
sultopride,,N05AL02,
tiapride,,N05AL03,
remoxipride,,N05AL04,
amisulpride,,N05AL05,
veralipride,,N05AL06,
levosulpiride,,N05AL07,
lithium,,N05AN01,
prothipendyl,,N05AX07,
risperidone,,N05AX08,
mosapramine,,N05AX10,
zotepine,,N05AX11,
aripiprazole,,N05AX12,
paliperidone,,N05AX13,
iloperidone,,N05AX14,
cariprazine,,N05AX15,
brexpiprazole,,N05AX16,
pimavanserin,,N05AX17,
diazepam,,N05BA01,
chlordiazepoxide,,N05BA02,
medazepam,,N05BA03,
oxazepam,,N05BA04,
potassium clorazepate,,N05BA05,
lorazepam,,N05BA06,
adinazolam,,N05BA07,
bromazepam,,N05BA08,
clobazam,,N05BA09,
ketazolam,,N05BA10,
prazepam,,N05BA11,
alprazolam,,N05BA12,
halazepam,,N05BA13,
pinazepam,,N05BA14,
camazepam,,N05BA15,
nordazepam,,N05BA16,
fludiazepam,,N05BA17,
ethyl loflazepate,,N05BA18,
etizolam,,N05BA19,
clotiazepam,,N05BA21,
cloxazolam,,N05BA22,
tofisopam,,N05BA23,
bentazepam,,N05BA24,
mexazolam,,N05BA25,
"lorazepam, combinations",,N05BA56,
hydroxyzine,,N05BB01,
captodiame,,N05BB02,
"hydroxyzine, combinations",,N05BB51,
meprobamate,,N05BC01,
emylcamate,,N05BC03,
mebutamate,,N05BC04,
"meprobamate, combinations",,N05BC51,N05CX01
benzoctamine,,N05BD01,
buspirone,,N05BE01,
mephenoxalone,,N05BX01,
gedocarnil,,N05BX02,
etifoxine,,N05BX03,
fabomotizole,,N05BX04,
Lavandulae aetheroleum,,N05BX05,
pentobarbital,,N05CA01,
amobarbital,,N05CA02,
butobarbital,,N05CA03,
barbital,,N05CA04,
aprobarbital,,N05CA05,
secobarbital,,N05CA06,
talbutal,,N05CA07,
vinylbital,,N05CA08,
vinbarbital,,N05CA09,
cyclobarbital,,N05CA10,
heptabarbital,,N05CA11,
reposal,,N05CA12,
etallobarbital,,N05CA20,
allobarbital,,N05CA21,
proxibarbal,,N05CA22,
combinations of barbiturates,,N05CB01,
barbiturates in combination with other drugs,,N05CB02,
chloral hydrate,,N05CC01,
chloralodol,,N05CC02,
acetylglycinamide chloral hydrate,,N05CC03,
dichloralphenazone,,N05CC04,
paraldehyde,,N05CC05,
flurazepam,,N05CD01,
nitrazepam,,N05CD02,
flunitrazepam,,N05CD03,
estazolam,,N05CD04,
triazolam,,N05CD05,
lormetazepam,,N05CD06,
temazepam,,N05CD07,
midazolam,,N05CD08,
brotizolam,,N05CD09,
quazepam,,N05CD10,
loprazolam,,N05CD11,
doxefazepam,,N05CD12,
cinolazepam,,N05CD13,
remimazolam,,N05CD14,
nimetazepam,,N05CD15,
glutethimide,,N05CE01,
methyprylon,,N05CE02,
pyrithyldione,,N05CE03,
zopiclone,,N05CF01,
zolpidem,,N05CF02,
zaleplon,,N05CF03,
eszopiclone,,N05CF04,
melatonin,,N05CH01,
ramelteon,,N05CH02,
tasimelteon,,N05CH03,
suvorexant,,N05CJ01,
lemborexant,,N05CJ02,
daridorexant,,N05CJ03,
methaqualone,,N05CM01,
clomethiazole,,N05CM02,
bromisoval,,N05CM03,
carbromal,,N05CM04,
propiomazine,,N05CM06,
triclofos,,N05CM07,
ethchlorvynol,,N05CM08,
Valerianae radix,,N05CM09,
hexapropymate,,N05CM10,
bromides,,N05CM11,
apronal,,N05CM12,
valnoctamide,,N05CM13,
methylpentynol,,N05CM15,
niaprazine,,N05CM16,
dexmedetomidine,,N05CM18,
"methaqualone, combinations",,N05CX02,
"methylpentynol, combinations",,N05CX03,
"clomethiazole, combinations",,N05CX04,
"emepronium, combinations",,N05CX05,
"dipiperonylaminoethanol, combinations",,N05CX06,
desipramine,,N06AA01,
imipramine,,N06AA02,
imipramine oxide,,N06AA03,
clomipramine,,N06AA04,
opipramol,,N06AA05,
trimipramine,,N06AA06,
lofepramine,,N06AA07,
dibenzepin,,N06AA08,
amitriptyline,,N06AA09,
nortriptyline,,N06AA10,
protriptyline,,N06AA11,
iprindole,,N06AA13,
melitracen,,N06AA14,
butriptyline,,N06AA15,
dosulepin,,N06AA16,
amoxapine,,N06AA17,
dimetacrine,,N06AA18,
amineptine,,N06AA19,
maprotiline,,N06AA21,
quinupramine,,N06AA23,
zimeldine,,N06AB02,
fluoxetine,,N06AB03,
citalopram,,N06AB04,
paroxetine,,N06AB05,
sertraline,,N06AB06,
alaproclate,,N06AB07,
fluvoxamine,,N06AB08,
etoperidone,,N06AB09,
escitalopram,,N06AB10,
isocarboxazid,,N06AF01,
nialamide,,N06AF02,
phenelzine,,N06AF03,
tranylcypromine,,N06AF04,
iproniazide,,N06AF05,
iproclozide,,N06AF06,
moclobemide,,N06AG02,
toloxatone,,N06AG03,
oxitriptan,,N06AX01,
tryptophan,,N06AX02,
mianserin,,N06AX03,
nomifensine,,N06AX04,
trazodone,,N06AX05,
nefazodone,,N06AX06,
minaprine,,N06AX07,
bifemelane,,N06AX08,
viloxazine,,N06AX09,
oxaflozane,,N06AX10,
mirtazapine,,N06AX11,
bupropion,,N06AX12,
medifoxamine,,N06AX13,
tianeptine,,N06AX14,
pivagabine,,N06AX15,
venlafaxine,,N06AX16,
milnacipran,,N06AX17,
reboxetine,,N06AX18,
gepirone,,N06AX19,
duloxetine,,N06AX21,
agomelatine,,N06AX22,
desvenlafaxine,,N06AX23,
vilazodone,,N06AX24,
Hyperici herba,,N06AX25,
vortioxetine,,N06AX26,
levomilnacipran,,N06AX28,
brexanolone,,N06AX29,
bupropion and dextromethorphan,,N06AX62,
amfetamine,,N06BA01,
dexamfetamine,,N06BA02,
metamfetamine,,N06BA03,
methylphenidate,,N06BA04,
pemoline,,N06BA05,
fencamfamin,,N06BA06,
modafinil,,N06BA07,
fenozolone,,N06BA08,
atomoxetine,,N06BA09,
fenetylline,,N06BA10,
dexmethylphenidate,,N06BA11,
lisdexamfetamine,,N06BA12,
armodafinil,,N06BA13,
solriamfetol,,N06BA14,
dexmethylphenidate and serdexmethylphenidate,,N06BA15,
propentofylline,,N06BC02,
meclofenoxate,,N06BX01,
pyritinol,,N06BX02,
piracetam,,N06BX03,
deanol,,N06BX04,
fipexide,,N06BX05,
citicoline,,N06BX06,
oxiracetam,,N06BX07,
pirisudanol,,N06BX08,
linopirdine,,N06BX09,
nizofenone,,N06BX10,
aniracetam,,N06BX11,
acetylcarnitine,,N06BX12,
idebenone,,N06BX13,
prolintane,,N06BX14,
pipradrol,,N06BX15,
pramiracetam,,N06BX16,
adrafinil,,N06BX17,
vinpocetine,,N06BX18,
temgicoluril,,N06BX21,
phenibut,,N06BX22,
amitriptyline and psycholeptics,,N06CA01,
melitracen and psycholeptics,,N06CA02,
fluoxetine and psycholeptics,,N06CA03,
tacrine,,N06DA01,
donepezil,,N06DA02,
rivastigmine,,N06DA03,
galantamine,,N06DA04,
ipidacrine,,N06DA05,
donepezil and memantine,,N06DA52,
"donepezil, memantine and Ginkgo folium",,N06DA53,
memantine,,N06DX01,
Ginkgo folium,,N06DX02,
aducanumab,,N06DX03,
lecanemab,,N06DX04,
donanemab,,N06DX05,
neostigmine,,N07AA01,S01EB06
pyridostigmine,,N07AA02,
distigmine,,N07AA03,
ambenonium,,N07AA30,
"neostigmine, combinations",,N07AA51,
carbachol,,N07AB01,S01EB02
bethanechol,,N07AB02,
pilocarpine,,N07AX01,S01EB01
choline alfoscerate,,N07AX02,
cevimeline,,N07AX03,
nicotine,,N07BA01,
varenicline,,N07BA03,S01XA28
cytisinicline,,N07BA04,
disulfiram,,N07BB01,P03AA04
calcium carbimide,,N07BB02,
acamprosate,,N07BB03,
naltrexone,,N07BB04,
nalmefene,,N07BB05,
methadone,,N07BC02,
levacetylmethadol,,N07BC03,
lofexidine,,N07BC04,
levomethadone,,N07BC05,
diamorphine,,N07BC06,
"buprenorphine, combinations",,N07BC51,
betahistine,,N07CA01,
cinnarizine,,N07CA02,
flunarizine,,N07CA03,
acetylleucine,,N07CA04,
"cinnarizine, combinations",,N07CA52,
tirilazad,,N07XX01,
riluzole,,N07XX02,
xaliproden,,N07XX03,
amifampridine,,N07XX05,
tetrabenazine,,N07XX06,
fampridine,,N07XX07,
tafamidis,,N07XX08,
laquinimod,,N07XX10,
pitolisant,,N07XX11,
patisiran,,N07XX12,
valbenazine,,N07XX13,
edaravone,,N07XX14,
inotersen,,N07XX15,
deutetrabenazine,,N07XX16,
arimoclomol,,N07XX17,
vutrisiran,,N07XX18,
sodium phenylbutyrate and ursodoxicoltaurine,,N07XX19,
eplontersen,,N07XX21,
tofersen,,N07XX22,
troriluzole,,N07XX23,
"dextromethorphan, combinations",,N07XX59,
tilbroquinol,,P01AA05,
tilbroquinol and tiliquinol,,P01AA30,
"clioquinol, combinations",,P01AA52,
nimorazole,,P01AB06,
secnidazole,,P01AB07,
metronidazole and furazolidone,,P01AB51,
metronidazole and diloxanide,,P01AB52,
diloxanide,,P01AC01,
clefamide,,P01AC02,
etofamide,,P01AC03,
teclozan,,P01AC04,
arsthinol,,P01AR01,
difetarsone,,P01AR02,
glycobiarsol,,P01AR03,
"glycobiarsol, combinations",,P01AR53,
chiniofon,,P01AX01,
emetine,,P01AX02,
phanquinone,,P01AX04,
mepacrine,,P01AX05,
atovaquone,,P01AX06,
trimetrexate,,P01AX07,
tenonitrozole,,P01AX08,
dehydroemetine,,P01AX09,
fumagillin,,P01AX10,
nitazoxanide,,P01AX11,
"emetine, combinations",,P01AX52,
chloroquine,,P01BA01,
hydroxychloroquine,,P01BA02,
primaquine,,P01BA03,
